id,latitude,longitude,protestant,pop
1102190040,54.16666793823242,15.566666603088379,1,11103
1102193041,52.86666488647461,16.016666412353516,0,7156
1102194042,53.28333282470703,16.983333587646484,0,6692
1102195043,53.63333511352539,15.616666793823242,1,6917
1102196044,53.53333282470703,16.950000762939453,1,9068
1102197045,53.93333435058594,13.833333015441895,1,7055
1102197046,54.54999923706055,17.75,1,8467
1102198047,54.766666412353516,17.549999237060547,1,6246
1102200048,53.96666717529297,13.149999618530273,1,9023
1102201049,53.33333206176758,16.100000381469727,0,8862
1102203050,53.483333587646484,15.066666603088379,1,7526
1102204051,53.66666793823242,15.116666793823242,1,8294
1102206052,53.71666717529297,16.683332443237305,1,7719
1102206053,53.71666717529297,14.283333778381348,1,8415
1102207054,53.21666717529297,15.75,1,5290
1102208055,53.43333435058594,15.550000190734863,1,6437
1102209056,53.5,14,1,7335
1102210057,53.28333282470703,14.25,1,8063
1102211058,53.78333282470703,15.25,1,7265
1102212059,53.53333282470703,13.566666603088379,0,6873
1102213060,54.099998474121094,16.700000762939453,1,5551
1102214061,53.766666412353516,16.100000381469727,1,7640
1102214062,53.53333282470703,17.233333587646484,0,6799
1102215063,53.13333511352539,14.883333206176758,1,5569
1102218064,53,16.53333282470703,0,9777
1102218065,53.53333282470703,16.850000381469727,1,5150
1102219066,53.25,15.550000190734863,1,6033
1102220067,53.766666412353516,15.399999618530273,1,7299
1102221068,54.20000076293945,12.866666793823242,1,6813
1102221069,54.41666793823242,16.399999618530273,1,8699
1102223070,54.016666412353516,16.983333587646484,1,9827
1102224071,53.766666412353516,15.783333778381348,1,8185
1102226072,54.349998474121094,16.66666603088379,1,7608
1102227073,53.650001525878906,17.366666793823242,1,5260
1102228074,53.08333206176758,16.100000381469727,0,6389
1102229075,53.150001525878906,16.733333587646484,1,7656
1102231076,53.03333282470703,16.46666717529297,0,8240
1102235078,53.43333435058594,14.533333778381348,1,14001
1102242079,54.46666717529297,17.03333282470703,1,8777
1102244080,54.29999923706055,13.083333015441895,1,17564
1102247081,53.91666793823242,14.25,1,8080
1102249082,53.54999923706055,16.233333587646484,0,6568
1102250083,54.04999923706055,15.25,1,8931
1102252084,53.70000076293945,13.25,1,6712
1102254085,54.08333206176758,12.75,1,7999
1102255086,53.18333435058594,16.149999618530273,0,5323
1102256087,53.733333587646484,14.033333778381348,1,7025
1102257088,53.93333435058594,14.083333015441895,1,6769
1102259089,53.53333282470703,15.550000190734863,1,5404
1102260090,52.96666717529297,15.75,1,7049
1102262091,54.04999923706055,14.766666412353516,1,5368
1102263092,53.849998474121094,14.616666793823242,1,8477
1102264093,53.266666412353516,15.300000190734863,1,5516
1102265094,54.21666717529297,16.299999237060547,1,9777
1103277001,53.36666488647461,10.716666221618652,1,8311
1103278002,53.733333587646484,11.716666221618652,0,8745
1103279003,53.849998474121094,11.983333587646484,1,6403
1103281004,53.58333206176758,11.649999618530273,1,7420
1103282005,54.099998474121094,11.899999618530273,0,9081
1103283006,53.13333511352539,11.266666412353516,0,7850
1103284007,53.33333206176758,13.433333396911621,0,5166
1103285008,53.66666793823242,13.550000190734863,0,6575
1103286009,53.18333435058594,13.149999618530273,1,8663
1103286010,53.70000076293945,11.116666793823242,0,8495
1103288011,53.96666717529297,12.716666221618652,0,8867
1103289012,53.56666564941406,12.066666603088379,0,5223
1103290013,53.266666412353516,11.566666603088379,0,8179
1103292014,53.86666488647461,11.166666984558105,0,5072
1103296016,53.43333435058594,11.199999809265137,0,8743
1103298017,53.650001525878906,12.266666412353516,0,8133
1103299018,54.06666564941406,11.783333778381348,0,9912
1103300019,53.93333435058594,12.350000381469727,0,7712
1103302020,53.31666564941406,11.483333587646484,0,7112
1103303021,53.46666717529297,12.033333778381348,1,7397
1103304022,53.733333587646484,12.783333778381348,0,8826
1103306023,53.46666717529297,12.416666984558105,0,5495
1103307024,54.13333511352539,12.566666603088379,0,9721
1103308025,53.266666412353516,12.800000190734863,0,9084
1103309027,54.016666412353516,11.666666984558105,0,6910
1103311028,53.81666564941406,12.783333778381348,0,5033
1103312029,53.38333511352539,11.583333015441895,0,6757
1103314031,53.41666793823242,11.833333015441895,1,5994
1103316032,53.5,13.083333015441895,0,9736
1103317033,53.45000076293945,12.266666412353516,0,6810
1103318034,53.766666412353516,11.033333778381348,0,9125
1103319035,54.25,12.466666221618652,1,5276
1103322036,53.38333511352539,12.600000381469727,0,5101
1103322037,54.08333206176758,12.133333206176758,1,16571
1103327038,53.849998474121094,10.916666984558105,0,9901
1103327039,53.93333435058594,12.100000381469727,0,7954
1103332041,53.483333587646484,13.300000190734863,0,6175
1103333042,53.70000076293945,12.899999618530273,0,5939
1103334043,53.70000076293945,11.816666603088379,0,8397
1103335044,53.33333206176758,13.100000381469727,0,5052
1103336045,54.13333511352539,12.666666984558105,1,6525
1103337046,54.016666412353516,12.466666221618652,0,8768
1103339047,53.766666412353516,12.566666603088379,0,8564
1103340048,53.516666412353516,12.683333396911621,0,6800
1103342049,53.79999923706055,11.716666221618652,1,9040
1103343050,53.266666412353516,12.966666221618652,0,8116
1103344051,53.900001525878906,11.466666221618652,0,13134
1103347052,53.5,11.066666603088379,0,6070
1103348053,53.46666717529297,13.583333015441895,0,7241
1104361001,53.54999923706055,9.933333396911621,0,7069
1104365002,53.78333282470703,9.766666412353516,0,7323
1104366003,53.483333587646484,10.216666221618652,1,8283
1104367004,53.91666793823242,9.883333206176758,1,5832
1104368005,54.61666488647461,8.966666221618652,1,5158
1104368006,54.43333435058594,11.199999809265137,1,7137
1104370007,53.45000076293945,8.699999809265137,0,5330
1104371008,54.46666717529297,9.833333015441895,1,8957
1104372009,53.75,9.649999618530273,0,9219
1104373010,54.13333511352539,10.616666793823242,0,5935
1104375011,54.78333282470703,9.433333396911621,1,5232
1104381012,54.36666488647461,9.066666603088379,1,5404
1104382013,54.33333206176758,8.783333778381348,1,5947
1104383014,53.43333435058594,10.366666793823242,0,7674
1104384015,54.83333206176758,9.550000190734863,1,5237
1104387017,53.54999923706055,10,1,24474
1104403018,54.20000076293945,9.100000381469727,1,9867
1104405019,54.36666488647461,10.983333587646484,1,5921
1104408021,53.93333435058594,9.516666412353516,1,6476
1104410022,54.66666793823242,9.933333396911621,1,6948
1104411023,53.95000076293945,9.716666221618652,1,6120
1104412024,54.33333206176758,10.133333206176758,1,7740
1104416026,53.36666488647461,10.550000190734863,1,5295
1104417027,53.86666488647461,10.683333396911621,1,33920
1104424028,54.29999923706055,10.583333015441895,1,8169
1104425029,53.95000076293945,9,1,8715
1104427030,54.099998474121094,9.066666603088379,1,5050
1104428031,53.63333511352539,10.683333396911621,0,7954
1104429032,54.06666564941406,9.983333587646484,1,8926
1104430033,54.099998474121094,10.816666603088379,1,6434
1104432034,54.16666793823242,9.866666793823242,1,6243
1104432035,54.29999923706055,10.883333206176758,1,8972
1104434036,53.81666564941406,10.366666793823242,1,5812
1104435037,53.63333511352539,9.800000190734863,0,6427
1104435038,54.16666793823242,10.416666984558105,1,5086
1104437039,54.233333587646484,10.283333778381348,1,8394
1104440041,53.83333206176758,10.483333587646484,1,9524
1104442042,54.29999923706055,9.666666984558105,1,8901
1104448044,53.91666793823242,10.699999809265137,0,7854
1104449045,53.93333435058594,10.316666603088379,1,7963
1104451047,53.68333435058594,9.666666984558105,0,5227
1104452048,53.58333206176758,10.083333015441895,1,7384
1104454049,53.58333206176758,9.699999809265137,0,5552
1104455050,54.21666717529297,8.916666984558105,1,5398
1104456051,54.91666793823242,8.300000190734863,1,7567
1104457052,53.91666793823242,9.366666793823242,1,6397
1104459053,54.70000076293945,8.566666603088379,1,5238
1105471001,52.56666564941406,13.733333587646484,1,6952
1105472002,52.95000076293945,12.850000381469727,1,9282
1105473003,53.03333282470703,14,1,7687
1105475004,52.400001525878906,13.116666793823242,1,8975
1105477005,52.78333282470703,14.483333587646484,1,8232
1105478006,52.04999923706055,13.5,1,5941
1105478007,52.233333587646484,12.966666221618652,1,9348
1105480008,52.16666793823242,14.25,0,6793
1105482009,52.150001525878906,12.600000381469727,1,6998
1105484010,52.516666412353516,13.416666984558105,1,12729
1105493012,52.45000076293945,13.583333015441895,1,7511
1105495013,52.516700744628906,13.383299827575684,1,5020
1105496014,52.516700744628906,13.383299827575684,1,7778
1105496015,52.516700744628906,13.383299827575684,1,9819
1105499017,52.516700744628906,13.383299827575684,1,5291
1105500018,53.21666717529297,12.583333015441895,1,9276
1105501019,52.66666793823242,13.583333015441895,1,7714
1105503020,53.03333282470703,15.300000190734863,1,7951
1105504021,52.46666717529297,15.766666412353516,0,5912
1105505022,52.766666412353516,13.633333206176758,1,7880
1105506023,52.516666412353516,15.399999618530273,0,9430
1105507024,51.95000076293945,15.083333015441895,1,7322
1105508025,52.150001525878906,15.833333015441895,0,5481
1105509026,52.31666564941406,15.683333396911621,0,8307
1105512028,52.20000076293945,12.766666412353516,1,7739
1105513029,53.400001525878906,14.133333206176758,1,8480
1105514030,52.56666564941406,14.066666603088379,1,8160
1105515031,51.75,13.949999809265137,0,5386
1105516032,51.79999923706055,15.233333587646484,0,7559
1105519034,52.03333282470703,15.100000381469727,1,8024
1105521035,51.86666488647461,13.433333396911621,0,7603
1105522036,51.61666488647461,13.566666603088379,0,8898
1105523037,51.650001525878906,14.216666221618652,0,7920
1105524038,52.45000076293945,14.866666793823242,1,8283
1105526039,52.83333206176758,13.816666603088379,1,5775
1105528040,52.79999923706055,12.766666412353516,1,5053
1105529041,52.83333206176758,13.733333587646484,1,5363
1105529042,51.63333511352539,13.716666221618652,1,8607
1105531043,51.733333587646484,14.633333206176758,0,8433
1105533044,52.349998474121094,14.550000190734863,1,19986
1105538045,52.78333282470703,14.033333778381348,1,8301
1105540046,53.28333282470703,12.350000381469727,1,5781
1105541047,52.099998474121094,14.266666412353516,0,5466
1105541048,52.733333587646484,12.583333015441895,1,6564
1105542049,52.150001525878906,14.666666984558105,0,5463
1105543050,52.71666717529297,14.566666603088379,1,6532
1105544051,52.36666488647461,14.066666603088379,1,7230
1105546052,53.400001525878906,13.583333015441895,1,5353
1105547053,51.75,15,0,7616
1105547054,52.483333587646484,14.649999618530273,1,7464
1105548055,51.96666717529297,13.600000381469727,0,8882
1105549056,53,13.166666984558105,1,6573
1105550057,53.08333206176758,13.949999809265137,1,7402
1105553059,52.83333206176758,12.066666603088379,1,8822
1105555060,52.96666717529297,13.75,1,5351
1105555061,52,13.066666603088379,0,9882
1105559062,52.46666717529297,12.850000381469727,1,5452
1105560063,51.61666488647461,13.566666603088379,0,6934
1105561064,52.96666717529297,14.416666984558105,1,6555
1105562065,52.5,15.233333587646484,1,7649
1105563066,52.29999923706055,13.633333206176758,1,9007
1105564067,52.766666412353516,13.033333778381348,1,7353
1105569069,52.95000076293945,12.399999618530273,1,5532
1105571070,52.33333206176758,15.300000190734863,1,7727
1105576072,52.41666793823242,14.533333778381348,1,7285
1105577073,53.08333206176758,11.466666221618652,1,9321
1105579074,52.29999923706055,15.449999809265137,0,8067
1105579075,52.41666793823242,13.399999618530273,1,9498
1105581076,51.983333587646484,14.300000190734863,0,6464
1105581077,52.96666717529297,12.983333587646484,1,6107
1105582078,53,14.966666221618652,1,6142
1105583079,51.849998474121094,13.716666221618652,0,8462
1105585080,52.08333206176758,13.166666984558105,0,9342
1105586081,51.95000076293945,13.899999618530273,0,9928
1105588082,51.86666488647461,13.966666221618652,0,7907
1105589083,53.20000076293945,13.316666603088379,1,5751
1105591084,52.099998474121094,13.75,1,8072
1105591085,52.43333435058594,13.899999618530273,1,5526
1105594086,53.31666564941406,12.25,1,5523
1105595087,52.266666412353516,13.533333778381348,1,5027
1105596088,52.849998474121094,14.399999618530273,1,5128
1105597089,52.25,14.416666984558105,1,7702
1105598090,52.5,14.133333206176758,1,5298
1105601092,52.733333587646484,14.699999809265137,1,6676
1105603093,52.91666793823242,12.800000190734863,1,6008
1105605094,52.86666488647461,12.433333396911621,1,9123
1105605095,52.08333206176758,12.699999809265137,1,8964
1105606096,52.86666488647461,14.050000190734863,1,8123
1105608097,52.75,13.233333587646484,1,8463
1105610098,51.86666488647461,14.416666984558105,1,7012
1105611099,53.06666564941406,11.866666793823242,1,5480
1105613100,51.79999923706055,14.783333778381348,0,6487
1105614101,52.400001525878906,12.416666984558105,1,5172
1105615102,52.400001525878906,13.066666603088379,1,5509
1105623104,52.5,12.466666221618652,1,8730
1105623105,53.150001525878906,12.183333396911621,1,7788
1105625106,53.25,12.050000190734863,1,7488
1105626107,52.599998474121094,12.333333015441895,1,7223
1105628108,52.349998474121094,14.833333015441895,1,7914
1105629109,53.099998474121094,12.899999618530273,1,6347
1105630110,52.75,12.350000381469727,1,8169
1105631111,52.31666564941406,13.133333206176758,1,8806
1105632112,52.43333435058594,15.25,1,5213
1105632113,52.96666717529297,14.616666793823242,1,5143
1105633114,53.06666564941406,14.283333778381348,1,7722
1105635115,52.599998474121094,15.5,1,7884
1105636116,52.25,15.533333778381348,0,5670
1105638117,52.516666412353516,14.383333206176758,1,6212
1105639118,51.516666412353516,14.016666412353516,1,5923
1105640119,52.93333435058594,14.866666793823242,1,7542
1105642120,51.78333282470703,14.966666221618652,1,6487
1105644121,52.56666564941406,14.816666603088379,1,6578
1105645122,51.68333435058594,13.649999618530273,1,9375
1105645123,51.63333511352539,15.133333206176758,0,8988
1105647124,51.56666564941406,14.383333206176758,0,8235
1105649125,52.29999923706055,15.083333015441895,1,7942
1105650126,52.25,13.933333396911621,0,6522
1105651127,53.5,13.75,1,6114
1105652128,52.58333206176758,13.883333206176758,1,8809
1105655129,52.400001525878906,13.266666412353516,1,5608
1105656130,53.11666488647461,13.5,1,5418
1105658131,52.11666488647461,13.616666793823242,1,6766
1105659132,52.36666488647461,15.883333206176758,0,7678
1105660133,52.21666717529297,13.199999809265137,0,7586
1105661134,52.016666412353516,15.733333587646484,0,9511
1105661135,52.099998474121094,12.866666793823242,1,7563
1105663136,51.650001525878906,14.833333015441895,0,6084
1105664137,52.06666564941406,15.866666793823242,0,6077
1105665138,52.68333435058594,13.183333396911621,1,7997
1105666139,51.78333282470703,14.066666603088379,0,6498
1105667140,53.099998474121094,14.300000190734863,1,8261
1105669141,52.68333435058594,14.883333206176758,1,5470
1105669142,52.38333511352539,12.433333396911621,0,9572
1105671143,52.63333511352539,13.733333587646484,1,9789
1105672144,52.95000076293945,11.949999809265137,0,5145
1105673145,53,11.75,1,8569
1105674146,53.16666793823242,12.483333587646484,1,7674
1105676147,52.71666717529297,14.133333206176758,1,8307
1105678148,52.88333511352539,12.466666221618652,1,5385
1105679149,52.88333511352539,14.199999809265137,1,6091
1105680150,52.983333587646484,13.333333015441895,1,7923
1105681151,52.43333435058594,15.100000381469727,1,8859
1105683152,51.56666564941406,12.949999809265137,1,9470
1105683153,52.21666717529297,13.449999809265137,1,8797
1106701001,51.25,16.850000381469727,1,8362
1106702002,50.150001525878906,17.983333587646484,0,5657
1106703003,50.43333435058594,18.183332443237305,0,9882
1106703004,51.13333511352539,17.53333282470703,0,5083
1106705005,50.349998474121094,18.91666603088379,1,6141
1106707006,51.733333587646484,15.816666603088379,0,8618
1106709007,50.400001525878906,18.350000381469727,0,8920
1106709008,50.91666793823242,16.100000381469727,0,6838
1106710009,51.11666488647461,17.03333282470703,0,31592
1106722010,51.11666488647461,17.03333282470703,0,7096
1106723011,51.11666488647461,17.03333282470703,0,6126
1106726013,51.266666412353516,15.566666603088379,0,5382
1106728014,50.33333206176758,18.149999618530273,0,5752
1106730015,51.849998474121094,15.716666221618652,0,7147
1106732016,51.266666412353516,16.71666717529297,1,6336
1106733017,50.63333511352539,17.600000381469727,0,5649
1106734018,51.36666488647461,17.46666717529297,0,8878
1106734019,50.58333206176758,16.816667556762695,0,5742
1106736020,51.79999923706055,16.299999237060547,1,7791
1106739021,50.849998474121094,16.316667556762695,0,5670
1106740022,51.75,15.600000381469727,0,7933
1106741023,50.96666717529297,15.383333206176758,0,5981
1106742024,50.5,17.600000381469727,0,6954
1106743025,50.68333435058594,16.183332443237305,0,5614
1106747027,50.28333282470703,18.66666603088379,0,5880
1106753029,51.150001525878906,14.983333587646484,0,19924
1106757031,51.016666412353516,15.350000381469727,0,5446
1106758032,50.766666412353516,16.200000762939453,0,6465
1106759033,51.03333282470703,15.416666984558105,0,5720
1106761034,50.5,18.28333282470703,0,8098
1106761035,51.31666564941406,17.71666717529297,0,5686
1106763036,50.70000076293945,17.383333206176758,0,9438
1106764037,51.93333435058594,15.5,0,6765
1106767038,51.66666793823242,16.549999237060547,0,5756
1106768039,50.733333587646484,18.450000762939453,0,5304
1106769040,50.29999923706055,16.649999618530273,0,6669
1106770041,51.266666412353516,15.933333396911621,1,6185
1106772042,51.5,16.066667556762695,0,6111
1106773043,51.54999923706055,16.700000762939453,0,7841
1106774044,50.29999923706055,18.78333282470703,1,6779
1106777046,50.91666793823242,16.233333587646484,0,6147
1106777047,51.43333435058594,13.25,1,5210
1106778048,51.04999923706055,16.200000762939453,0,7182
1106780049,51.25,17.33333396911621,0,5967
1106781050,51.03333282470703,16.600000381469727,0,6366
1106782051,50.06666564941406,18,0,9145
1106784052,50.28333282470703,18.53333282470703,0,7777
1106785053,51.54999923706055,16.450000762939453,1,7278
1106786054,51.016666412353516,18.049999237060547,1,5896
1106787055,51.41666793823242,15.916666984558105,1,5267
1106788056,50.46666717529297,17.96666717529297,0,7152
1106789057,50.96666717529297,18.21666717529297,1,7272
1106790058,50.88333511352539,15.949999809265137,0,6842
1106791059,51.016666412353516,15.666666984558105,0,6228
1106793060,50.349998474121094,16.866666793823242,0,8352
1106794061,50.78333282470703,16.03333282470703,0,6336
1106796062,51.03333282470703,18.433332443237305,0,9760
1106796063,50.70000076293945,16.616666793823242,0,8480
1106799065,50.20000076293945,17.83333396911621,0,9832
1106803066,51.04999923706055,17.25,1,9681
1106804067,50.41666793823242,16.28333282470703,0,7209
1106805068,50.70000076293945,16,0,8162
1106806069,51.016666412353516,15.516666412353516,0,9694
1106807070,51.21666717529297,16.16666603088379,1,6115
1106810071,50.766666412353516,17.616666793823242,1,8955
1106811072,51.11666488647461,15.583333015441895,0,5885
1106814073,51.400001525878906,16.200000762939453,1,5916
1106814074,51.016666412353516,15.266666412353516,0,9219
1106815075,51.53333282470703,17.28333282470703,0,5156
1106816076,50.16666793823242,16.66666603088379,0,7064
1106817077,50.61666488647461,17.049999237060547,0,7584
1106819078,51.54999923706055,14.716666221618652,0,8416
1106820079,51.08333206176758,17.700000762939453,0,7098
1106822080,51.79999923706055,15.233333587646484,0,5501
1106822081,51.20000076293945,15.399999618530273,0,9230
1106827083,51.150001525878906,16.58333396911621,0,5518
1106829084,51.400001525878906,17.66666603088379,0,6335
1106830085,50.579722,16.501667,0,7565
1106831086,51.79999923706055,15.716666221618652,0,8469
1106833087,50.31666564941406,17.600000381469727,0,6239
1106835088,51.68333435058594,15.733333587646484,0,5154
1106836089,51.28333282470703,14.833333015441895,0,7368
1106837090,50.71666717529297,16.83333396911621,1,9812
1106838091,50.36666488647461,17.866666793823242,0,6904
1106838092,51.20000076293945,17.383333206176758,0,9351
1106840093,50.95000076293945,17.299999237060547,1,8317
1106841094,50.66666793823242,17.933332443237305,0,6581
1106844095,50.483333587646484,17.16666603088379,0,9175
1106845096,51.266666412353516,16.366666793823242,1,5773
1106846097,50.45000076293945,17,0,5950
1106848098,50.38333511352539,18.633333206176758,0,5034
1106849099,51.11666488647461,18.299999237060547,1,7036
1106850100,51.36666488647461,16.96666717529297,0,6892
1106851101,51.483333587646484,14.949999809265137,1,8462
1106852102,51.516666412353516,15.783333778381348,0,6967
1106853103,50.54999923706055,17.91666603088379,0,7777
1106853104,50.099998474121094,18.21666717529297,0,7910
1106856105,51.516666412353516,16.266666412353516,1,8176
1106857106,50.733333587646484,16.649999618530273,0,9168
1106859107,51.13333511352539,14.800000190734863,0,7234
1106860108,50.43333435058594,16.866666793823242,0,5445
1106862109,50.400001525878906,16.383333206176758,0,8578
1106863110,50.88333511352539,18.41666603088379,0,7890
1106865111,51.33333206176758,14.966666221618652,0,9565
1106866112,52.016666412353516,15.433333396911621,0,5713
1106867113,51.46666717529297,13.866666793823242,0,5078
1106869115,51.88333511352539,16.08333396911621,0,7845
1106870116,51.71666717529297,16.25,0,9470
1106871117,50.79999923706055,15.816666603088379,0,8240
1106872118,50.66666793823242,16.066667556762695,0,5403
1106873119,51.016666412353516,15.899999618530273,0,6124
1106874120,51.06666564941406,15.066666603088379,0,6821
1106875121,50.766666412353516,17.683332443237305,0,7267
1106876122,50.849998474121094,16.483333587646484,0,9239
1106879123,51.016666412353516,15.066666603088379,0,7277
1106880124,50.58333206176758,16.66666603088379,0,7011
1106881125,51.56666564941406,15.5,0,9877
1106884126,51.41666793823242,16.41666603088379,1,5530
1106886127,50.78333282470703,17.066667556762695,1,6178
1106888128,50.95000076293945,16.33333396911621,0,6722
1106891129,51.38333511352539,16.816667556762695,0,7401
1106891130,51.49928,17.16874,0,9401
1106892131,50.45000076293945,18.516666412353516,0,7001
1106893132,51.45000076293945,16.850000381469727,0,7034
1106893133,51.29999923706055,17.066667556762695,0,8705
1106895134,50.78333282470703,16.28333282470703,0,5859
1106897135,50.81666564941406,17.200000762939453,1,5102
1106898136,50.86666488647461,15.683333396911621,0,9917
1106900137,50.516666412353516,16.733333587646484,0,7906
1106901138,51.5,14.633333206176758,0,8894
1106902139,50.93333435058594,15.300000190734863,0,9704
1106903140,50.266666412353516,16.899999618530273,0,5613
1106903141,51.46666717529297,16.633333206176758,1,9468
1106905142,51.38333511352539,14.25,0,7860
1106906143,51.349998474121094,16.649999618530273,1,9086
1106908144,50.5,16.383333206176758,0,7022
1106908145,50.31666564941406,17.383333206176758,0,7005
1106910146,50.900001525878906,16.75,0,7575
1106911147,50.36666488647461,17.600000381469727,0,7708
2107010001,50.31666564941406,12.266666412353516,1,8530
