folio,hog_num_personas_o98,jefe_edad_o98,hog_num_young_o98,hog_mean_sick_o98,hog_num_schoolage_o98,hog_mean_missed_o98,hog_num_personas_n99,jefe_edad_n99,hog_num_young_n99,hog_mean_sick_n99,hog_num_schoolage_n99,hog_mean_missed_n99,hog_income_o98,jefe_ag_worker_o98,jefe_dialect_o98,jefe_nivel_esc_o98,jefe_grado_esc_o98,jefe_ms_o98,jefe_hs_o98,hog_gasto_o98,hog_gasto_n99,hog_grado_pobreza,hog_indice_pobreza,hog_contba,hog_treatment
504383,8,65,1,0,3,0,6,NA,1,0,3,0,150,TRUE,2,2,6,FALSE,FALSE,150,150,4,-0.08268,1,TRUE
504394,4,32,2,3.5,1,0,5,33,1,0,2,0,200,FALSE,2,2,1,FALSE,FALSE,200,180,4,-0.08268,1,TRUE
505636,5,34,1,0,2,0,6,35,1,8,3,0,300,TRUE,2,2,6,FALSE,FALSE,300,300,4,-0.24565,1,TRUE
505702,7,47,1,0,3,0,6,48,1,6,2,2,100,TRUE,2,2,5,FALSE,FALSE,100,250,4,-0.24565,1,TRUE
505977,5,27,2,0,1,0,6,27,3,0.6666666666666666,1,0,100,FALSE,2,2,6,FALSE,FALSE,100,150,4,-0.33439,2,FALSE
506000,8,51,1,0,1,0,8,52,1,9,1,0,200,TRUE,2,3,3,TRUE,FALSE,200,200,4,-0.58234,1,TRUE
507136,7,32,4,0,3,0,8,35,3,0,3,0,300,FALSE,2,2,4,FALSE,FALSE,300,250,4,-0.33439,2,FALSE
507147,11,53,1,2,3,0,9,57,1,0,2,0,250,FALSE,2,2,6,FALSE,FALSE,250,250,4,-0.33439,2,FALSE
507213,8,29,3,0,3,0,8,30,2,0,4,0,200,FALSE,2,2,4,FALSE,FALSE,200,350,4,-0.33439,2,FALSE
507334,8,29,2,0,4,0,8,30,2,0,4,0,200,TRUE,2,2,2,FALSE,FALSE,200,300,4,-0.33439,2,FALSE
507401,8,56,1,0,2,0,8,70,1,0,2,0,200,FALSE,2,2,2,FALSE,FALSE,200,200,4,-0.33439,2,FALSE
507645,7,31,2,3,3,0,7,32,1,2,4,0,300,TRUE,2,1,1,FALSE,FALSE,300,200,4,0.03487,1,TRUE
507656,9,42,1,0,4,0,8,43,1,0,4,0,100,TRUE,2,2,2,FALSE,FALSE,100,150,4,0.03487,1,TRUE
507894,6,39,2,0,2,0,7,39,1,0,3,0,20,FALSE,1,2,1,FALSE,FALSE,20,40,5,1.57282,2,FALSE
507900,14,37,1,0,6,0,14,38,1,2,5,0,400,TRUE,2,3,3,TRUE,FALSE,400,800,4,-0.3837,2,FALSE
507903,8,46,1,0,5,0,10,47,1,0,4,0,60,TRUE,1,2,5,FALSE,FALSE,60,100,5,1.57282,2,FALSE
507968,9,36,5,0,4,0,10,37,4,0.75,4,0,30,FALSE,1,1,3,FALSE,FALSE,30,50,5,1.57282,2,FALSE
507975,6,30,2,0,2,0,5,32,2,0,1,0,90,TRUE,1,1,3,FALSE,FALSE,90,60,5,1.57282,2,FALSE
507990,6,40,1,2,3,0,6,41,1,14,2,3,120,TRUE,1,2,2,FALSE,FALSE,120,150,5,0.80297,1,TRUE
508050,8,38,1,2,3,0.6666666666666666,7,39,1,0,3,0,100,FALSE,1,2,4,FALSE,FALSE,100,140,5,0.72272,1,TRUE
508450,10,38,3,0,4,0,8,38,1,0,5,0,150,FALSE,1,2,3,FALSE,FALSE,150,300,5,0.14443,1,TRUE
509592,7,28,4,0,3,0,8,28,3,0,3,0,40,TRUE,1,2,5,FALSE,FALSE,40,300,5,2.60857,1,TRUE
509593,13,35,5,1.6,5,0,12,36,5,0,4,0,80,TRUE,1,2,3,FALSE,FALSE,80,250,5,2.60857,1,TRUE
509596,11,50,2,0,7,0,11,51,3,0,4,0,80,TRUE,1,0,0,FALSE,FALSE,80,350,5,2.60857,1,TRUE
509598,8,42,2,0,2,0,4,42,1,0,1,0,200,TRUE,1,0,0,FALSE,FALSE,200,250,5,2.60857,1,TRUE
509606,7,41,3,2,1,0,8,43,4,0,1,0,30,TRUE,1,2,2,FALSE,FALSE,30,180,5,2.60857,1,TRUE
509607,6,33,2,0,2,0,7,34,3,0,2,0,100,FALSE,1,1,2,FALSE,FALSE,100,250,5,2.60857,1,TRUE
509609,9,35,3,0,5,0,8,36,2,0,4,0,200,TRUE,1,2,3,FALSE,FALSE,200,150,5,2.60857,1,TRUE
509611,13,50,2,0,4,0,6,51,2,0,2,0,80,TRUE,1,2,1,FALSE,FALSE,80,300,5,2.60857,1,TRUE
509614,12,49,4,0,3,0,12,49,3,0,3,0,280,TRUE,1,2,5,FALSE,FALSE,280,520,5,2.60857,1,TRUE
509616,10,56,2,0,5,0,9,56,1,0,5,0,100,TRUE,1,0,0,FALSE,FALSE,100,200,5,2.60857,1,TRUE
509618,7,52,2,0,3,0,6,54,1,0,3,0,200,TRUE,1,2,3,FALSE,FALSE,200,350,5,2.60857,1,TRUE
509622,7,45,2,3,3,0,7,46,2,0,3,0,220,TRUE,1,2,2,FALSE,FALSE,220,250,5,2.60857,1,TRUE
509625,17,45,4,7,9,0,17,43,4,0,9,0,100,FALSE,1,2,3,FALSE,FALSE,100,350,5,2.60857,1,TRUE
509636,9,28,3,0,4,0,10,30,3,0,5,0,300,TRUE,1,2,2,FALSE,FALSE,300,100,5,2.60857,1,TRUE
509641,8,44,2,1.5,4,0,8,45,1,0,4,3,250,TRUE,1,2,1,FALSE,FALSE,250,80,5,2.60857,1,TRUE
509643,10,39,2,2,5,0,10,40,2,0,5,0,50,TRUE,1,2,4,FALSE,FALSE,50,350,5,2.60857,1,TRUE
509645,9,32,3,4,3,0,9,32,3,0,3,0,200,TRUE,1,2,2,FALSE,FALSE,200,400,5,2.60857,1,TRUE
509646,4,24,1,2,1,0,4,25,1,0,1,0,100,TRUE,1,1,2,FALSE,FALSE,100,100,5,2.60857,1,TRUE
509647,12,29,4,12,4,0,13,29,4,0,5,0,100,FALSE,1,2,99,FALSE,FALSE,100,300,5,2.60857,1,TRUE
509648,4,31,2,3.5,1,0,4,28,1,0,1,0,70,FALSE,1,2,3,FALSE,FALSE,70,150,5,2.60857,1,TRUE
509658,7,49,1,3,4,0,7,50,1,2,4,0,100,TRUE,1,2,NA,FALSE,FALSE,100,90,5,2.60857,1,TRUE
509663,9,57,1,0,4,0,9,57,1,0,4,0,175,TRUE,1,2,3,FALSE,FALSE,175,200,5,2.60857,1,TRUE
509664,14,40,5,1.4,5,0,9,40,3,0,3,0,70,TRUE,1,2,1,FALSE,FALSE,70,300,5,2.60857,1,TRUE
509930,6,36,2,0,3,0,8,37,1,0,2,0,150,TRUE,2,2,3,FALSE,FALSE,150,200,4,-0.10549,2,FALSE
509940,9,42,1,2,4,0,9,44,1,0,2,0,120,FALSE,2,2,5,FALSE,FALSE,120,130,4,-0.10549,2,FALSE
510000,7,33,2,0,3,0,7,34,1,0,4,0,100,TRUE,2,2,3,FALSE,FALSE,100,250,4,-0.47771,2,FALSE
510100,5,55,1,8,2,2,5,56,1,0,2,0,300,FALSE,2,2,2,FALSE,FALSE,300,100,4,-0.3837,2,FALSE
510320,7,33,2,0,3,0,7,34,2,0,3,0,50,TRUE,1,3,3,TRUE,FALSE,50,120,5,0.75492,1,TRUE
510330,8,38,1,8,4,0,8,40,1,1,4,0,100,FALSE,1,2,4,FALSE,FALSE,100,100,5,0.75492,1,TRUE
510340,4,38,1,4,2,0,4,39,1,0,1,0,100,FALSE,1,2,6,FALSE,FALSE,100,150,5,0.75492,1,TRUE
510360,7,59,1,0,2,0,9,61,1,0,2,0,120,FALSE,1,2,2,FALSE,FALSE,120,200,5,0.75492,1,TRUE
510760,8,49,1,0,3,0,8,51,1,2,3,0,150,FALSE,2,2,4,FALSE,FALSE,150,150,4,-0.47771,2,FALSE
510940,12,35,2,0,4,0,12,36,2,0,3,0,80,FALSE,1,2,6,FALSE,FALSE,80,200,5,1.21194,2,FALSE
510970,7,37,1,7,4,0,7,38,1,0,3,0.3333333333333333,70,FALSE,1,2,4,FALSE,FALSE,70,150,5,1.21194,2,FALSE
511190,9,38,3,0.6666666666666666,4,0,8,40,2,0,3,0,90,TRUE,1,2,1,FALSE,FALSE,90,100,5,0.80748,2,FALSE
511220,11,55,2,0,3,0,10,56,1,0,3,33,100,TRUE,1,2,6,FALSE,FALSE,100,160,5,0.80748,2,FALSE
511230,9,59,1,0,4,0,6,NA,1,0,2,0,120,TRUE,1,2,5,FALSE,FALSE,120,150,5,0.53715,1,TRUE
511260,5,56,1,0,2,1.5,4,NA,1,0,2,0,50,TRUE,1,1,2,FALSE,FALSE,50,90,5,0.75492,1,TRUE
511280,13,44,2,1.5,3,0,10,45,1,0,2,0,200,TRUE,1,2,5,FALSE,FALSE,200,200,5,0.75492,1,TRUE
511332,6,30,3,0,1,0,6,31,2,0,2,0,25,FALSE,1,2,6,FALSE,FALSE,25,130,5,1.45811,2,FALSE
511333,8,32,3,3,3,5,8,23,2,0,4,0,300,FALSE,1,2,5,FALSE,FALSE,300,50,5,1.45811,2,FALSE
511405,8,37,4,0,3,0,8,38,2,0,3,0,100,FALSE,1,2,1,FALSE,FALSE,100,80,5,1.45811,2,FALSE
511406,9,58,1,0,4,0,9,60,1,0,3,0,100,FALSE,1,2,6,FALSE,FALSE,100,100,5,1.45811,2,FALSE
511700,7,33,3,0,2,0,7,33,2,0,3,0,100,FALSE,1,2,1,FALSE,FALSE,100,120,5,0.75492,1,TRUE
511710,6,27,2,2.5,2,0,6,28,2,0,2,0,100,TRUE,1,2,6,FALSE,FALSE,100,150,5,0.75492,1,TRUE
511740,5,29,1,1,2,0,5,29,1,4,2,0,100,TRUE,1,3,2,TRUE,FALSE,100,150,5,0.75492,1,TRUE
511750,9,56,1,3,3,0,9,57,1,0,3,0,100,FALSE,1,2,6,FALSE,FALSE,100,150,5,0.75492,1,TRUE
512430,7,36,3,0,2,0,7,37,3,0,2,0,100,FALSE,1,2,6,FALSE,FALSE,100,100,5,0.64881,1,TRUE
512440,6,61,1,4,1,0,6,NA,2,0,1,0,100,TRUE,1,3,1,TRUE,FALSE,100,100,5,0.64881,1,TRUE
512520,9,35,4,0,3,0,9,35,3,0,4,0,90,TRUE,1,1,3,FALSE,FALSE,90,200,5,0.75492,1,TRUE
512530,11,36,4,0,5,0,11,37,2,0,5,0,150,TRUE,1,2,6,FALSE,FALSE,150,210,5,0.75492,1,TRUE
512920,13,48,4,0,6,0,14,49,4,0,6,0.1666666666666666,150,TRUE,2,1,1,FALSE,FALSE,150,250,4,-0.47981,1,TRUE
513200,9,34,3,5.333333333333333,3,0,8,37,2,0,3,0,60,TRUE,1,2,6,FALSE,FALSE,60,200,5,0.14443,1,TRUE
513220,7,45,1,0,2,0,7,46,1,0,2,0,100,TRUE,1,2,5,FALSE,FALSE,100,150,5,0.14443,1,TRUE
513240,8,32,1,0,4,0,8,33,1,0,3,0,100,TRUE,1,2,6,FALSE,FALSE,100,200,5,0.14443,1,TRUE
513250,6,44,1,0,2,0,5,45,1,2,1,0,80,FALSE,1,2,6,FALSE,FALSE,80,150,5,0.14443,1,TRUE
513710,5,28,1,0,2,0,5,30,1,0,2,0,80,TRUE,1,2,6,FALSE,FALSE,80,100,5,0.75492,1,TRUE
513720,6,43,1,2,3,0.3333333333333333,7,45,2,1.5,3,0,100,TRUE,1,2,4,FALSE,FALSE,100,120,5,0.75492,1,TRUE
513740,9,38,1,3,5,2,9,38,1,0,4,0,501,TRUE,1,1,3,FALSE,FALSE,501,120,5,0.75492,1,TRUE
513750,9,33,2,0,5,0,9,34,2,2,5,0,100,TRUE,1,2,4,FALSE,FALSE,100,215,5,0.75492,1,TRUE
514010,9,45,3,0,4,0,9,46,2,0,4,0,150,TRUE,1,2,4,FALSE,FALSE,150,200,5,0.14443,1,TRUE
514030,6,27,3,5,2,0,6,29,2,0,2,0,100,TRUE,1,2,2,FALSE,FALSE,100,150,5,0.14443,1,TRUE
514050,7,29,3,2.3333333333333335,3,0,7,31,1,0,4,0,150,TRUE,1,2,3,FALSE,FALSE,150,150,5,0.14443,1,TRUE
514070,7,33,2,4,3,0,7,34,2,0,3,0,50,FALSE,1,2,4,FALSE,FALSE,50,60,5,0.14443,1,TRUE
514372,8,61,1,0,3,0,9,68,1,0,3,0,20,FALSE,1,1,2,FALSE,FALSE,20,100,5,1.45811,2,FALSE
514376,7,53,2,0,3,0,7,56,2,0,3,0,80,FALSE,1,2,2,FALSE,FALSE,80,60,5,1.45811,2,FALSE
514399,12,48,3,0,6,0,10,NA,2,0,5,0,100,FALSE,1,2,2,FALSE,FALSE,100,9888,5,1.45811,2,FALSE
514401,10,51,2,3.5,4,0,11,55,3,0.6666666666666666,4,0,80,FALSE,1,2,3,FALSE,FALSE,80,100,5,1.45811,2,FALSE
514407,10,23,3,0,6,0,11,24,3,0,6,0,90,FALSE,1,2,1,FALSE,FALSE,90,280,5,1.45811,2,FALSE
514409,7,39,2,0,3,0,7,39,2,0,2,0,80,FALSE,1,2,6,FALSE,FALSE,80,100,5,1.45811,2,FALSE
514412,10,37,3,0,5,0,10,39,2,3,6,0,50,FALSE,1,2,4,FALSE,FALSE,50,400,5,1.45811,2,FALSE
514424,8,40,2,0,3,0,8,44,2,0,3,0,80,FALSE,1,1,3,FALSE,FALSE,80,200,5,1.45811,2,FALSE
514425,9,41,1,0,5,0,9,41,1,0,5,0,20,FALSE,1,2,4,FALSE,FALSE,20,200,5,1.45811,2,FALSE
514426,10,44,2,0,4,0,10,48,2,0,4,0,120,FALSE,1,2,6,FALSE,FALSE,120,70,5,1.45811,2,FALSE
514427,12,38,4,0,6,0,12,38,3,1,6,0,200,FALSE,1,2,4,FALSE,FALSE,200,120,5,1.45811,2,FALSE
514464,6,33,1,0,3,0,6,33,1,0,3,0,50,FALSE,1,1,3,FALSE,FALSE,50,100,5,1.45811,2,FALSE
514468,5,31,2,5.5,1,0,6,32,3,5,1,0,15,FALSE,1,2,6,FALSE,FALSE,15,100,5,1.45811,2,FALSE
514730,5,53,1,0,1,1,4,55,1,4,1,0,200,FALSE,2,5,1,TRUE,TRUE,200,200,4,-0.51889,2,FALSE
514860,9,41,1,0,6,0,9,46,1,0,6,0,100,TRUE,1,1,3,FALSE,FALSE,100,150,5,0.14443,1,TRUE
514870,10,33,4,0,4,0,9,35,2,0,4,0,80,TRUE,1,1,3,FALSE,FALSE,80,150,5,0.14443,1,TRUE
514880,8,59,1,0,3,0,8,59,1,0,3,0,80,TRUE,1,2,3,FALSE,FALSE,80,150,5,0.14443,1,TRUE
515340,11,55,4,0,4,0,11,56,2,0,4,0,100,TRUE,1,2,4,FALSE,FALSE,100,180,5,0.75492,1,TRUE
515617,13,50,1,0,6,9.333333333333334,13,51,3,0,4,0,50,FALSE,1,1,3,FALSE,FALSE,50,80,5,3.24135,1,TRUE
515618,6,30,3,0,1,8,7,31,3,0,1,0,50,FALSE,1,1,3,FALSE,FALSE,50,9888,5,3.24135,1,TRUE
515625,7,43,3,0,2,8,7,43,2,0,3,0,30,FALSE,1,2,1,FALSE,FALSE,30,50,5,3.24135,1,TRUE
515629,8,48,2,1.5,3,0,9,49,2,0,3,0,30,FALSE,1,2,3,FALSE,FALSE,30,50,5,3.24135,1,TRUE
515637,7,38,1,7,4,8,5,38,1,0,1,0,40,FALSE,1,2,2,FALSE,FALSE,40,30,5,3.24135,1,TRUE
515640,7,47,1,0,4,0,7,49,1,0,4,0,100,TRUE,1,2,1,FALSE,FALSE,100,120,5,0.17587,1,TRUE
515641,6,53,1,0,2,4.5,6,53,1,0,2,0,50,FALSE,1,2,1,FALSE,FALSE,50,100,5,3.24135,1,TRUE
515660,7,43,1,0,4,0,7,46,1,0,4,0,150,TRUE,2,3,1,TRUE,FALSE,150,140,5,0.17587,1,TRUE
515670,7,43,2,0,3,0,7,45,1,0,4,0,200,FALSE,1,2,6,FALSE,FALSE,200,250,5,0.17587,1,TRUE
515676,9,59,1,0,2,4,10,59,2,0,2,0,50,FALSE,1,2,2,FALSE,FALSE,50,50,5,3.24135,1,TRUE
515681,5,57,1,0,3,6,6,59,1,0,2,0,30,FALSE,1,2,1,FALSE,FALSE,30,50,5,3.24135,1,TRUE
515740,9,64,2,1.5,2,0.5,6,65,1,3,1,0,200,TRUE,2,2,5,FALSE,FALSE,200,190,4,-0.51889,2,FALSE
515840,8,39,3,0.6666666666666666,3,0,8,40,3,0,3,0,100,TRUE,1,1,1,FALSE,FALSE,100,150,5,0.14443,1,TRUE
515940,11,50,3,0,3,0,9,48,2,0,3,0,100,TRUE,1,2,4,FALSE,FALSE,100,150,5,0.14443,1,TRUE
515950,9,58,2,0,2,0,9,60,1,0,3,0,150,TRUE,1,2,2,FALSE,FALSE,150,200,5,0.14443,1,TRUE
515960,6,30,2,3,2,0,6,31,1,0,3,0,60,TRUE,1,2,1,FALSE,FALSE,60,200,5,0.14443,1,TRUE
516144,10,35,3,0,5,0,10,37,3,0,5,0,50,TRUE,2,2,1,FALSE,FALSE,50,120,5,1.81275,1,TRUE
516146,7,33,2,2.5,3,0,8,34,2,4,4,0,50,TRUE,2,2,1,FALSE,FALSE,50,120,5,1.81275,1,TRUE
516149,9,43,2,0,4,0,9,44,2,2.5,3,0,1,TRUE,2,2,6,FALSE,FALSE,1,120,5,1.81275,1,TRUE
516390,9,44,2,0,4,0,6,46,1,0,3,0,50,TRUE,1,2,4,FALSE,FALSE,50,80,5,0.14443,1,TRUE
516400,6,39,2,0,2,0,6,40,2,0,2,0,30,TRUE,1,2,6,FALSE,FALSE,30,60,5,0.14443,1,TRUE
516430,4,24,1,0,1,0,4,26,1,0,1,0,120,TRUE,1,2,6,FALSE,FALSE,120,150,5,0.14443,1,TRUE
516440,7,40,1,0,4,1,7,40,1,0,4,0,120,TRUE,1,2,4,FALSE,FALSE,120,250,5,0.14443,1,TRUE
516450,8,31,2,0,3,0,8,31,2,0,3,0,120,TRUE,1,2,3,FALSE,FALSE,120,200,5,0.14443,1,TRUE
516470,9,57,6,0,1,0,9,57,4,0,1,0,120,TRUE,1,2,6,FALSE,FALSE,120,250,5,0.14443,1,TRUE
516480,9,41,2,0,5,0,10,41,3,0,5,0,100,TRUE,1,2,3,FALSE,FALSE,100,200,5,0.14443,1,TRUE
516490,6,51,1,7,1,0,7,53,2,0,1,0,100,TRUE,1,2,6,FALSE,FALSE,100,200,5,0.14443,1,TRUE
516500,8,29,4,0,4,0,8,30,3,0,3,0,80,TRUE,1,2,6,FALSE,FALSE,80,200,5,0.14443,1,TRUE
516880,8,74,3,0.3333333333333333,2,0,8,75,2,0,2,0,100,TRUE,1,2,6,FALSE,FALSE,100,200,5,0.14443,1,TRUE
516970,9,42,3,0,4,0.25,9,42,2,0,5,0,130,TRUE,1,2,1,FALSE,FALSE,130,200,5,0.75492,1,TRUE
517000,11,39,4,0,5,0,11,40,2,1.5,5,0,100,TRUE,1,2,6,FALSE,FALSE,100,150,5,0.75492,1,TRUE
517260,6,26,2,0,1,0,5,28,1,14,1,3,220,FALSE,2,3,1,TRUE,FALSE,220,300,4,-0.51889,2,FALSE
517270,5,30,1,0,2,0,5,31,1,0,2,0,200,TRUE,2,1,2,FALSE,FALSE,200,250,4,-0.51889,2,FALSE
517280,5,42,3,0,2,7,5,42,1,8,2,0,170,TRUE,2,2,99,FALSE,FALSE,170,140,4,-0.51889,2,FALSE
517290,7,38,2,0,3,0,6,40,2,0,2,0,200,FALSE,2,2,6,FALSE,FALSE,200,300,4,-0.51889,2,FALSE
517400,15,57,1,0,7,0,15,58,1,0,6,0,150,FALSE,1,2,2,FALSE,FALSE,150,400,5,0.22061,1,TRUE
517440,6,32,1,0,4,0,6,32,1,0,3,0,100,FALSE,1,1,2,FALSE,FALSE,100,150,5,0.22061,1,TRUE
517490,6,28,2,1.5,2,0,6,37,1,0,3,0,100,TRUE,1,1,3,FALSE,FALSE,100,100,5,0.53715,1,TRUE
517770,6,26,2,0,2,0,6,27,1,0,3,0,60,TRUE,1,2,6,FALSE,FALSE,60,100,5,0.53715,1,TRUE
517830,6,45,1,0,3,0,5,46,1,0,2,0,50,TRUE,1,2,6,FALSE,FALSE,50,110,5,0.72272,1,TRUE
517840,8,40,1,0,4,0,8,42,1,0,3,0,35,TRUE,1,2,2,FALSE,FALSE,35,120,5,0.72272,1,TRUE
517860,7,54,1,0,3,0,7,54,1,0,3,0,50,TRUE,1,2,6,FALSE,FALSE,50,140,5,0.72272,1,TRUE
517870,7,38,1,0,3,0,5,NA,1,0,2,0,30,TRUE,1,2,3,FALSE,FALSE,30,120,5,0.72272,1,TRUE
517890,7,30,4,0,2,0,6,32,2,0,1,0,50,TRUE,1,2,6,FALSE,FALSE,50,100,5,0.72272,1,TRUE
517920,6,41,1,0,2,0,6,42,1,0,2,0,10,TRUE,1,1,2,FALSE,FALSE,10,150,5,0.72272,1,TRUE
518250,4,29,1,0,1,0,4,30,1,5,1,0,100,TRUE,1,2,6,FALSE,FALSE,100,100,5,0.14443,1,TRUE
518270,4,43,2,1.5,1,1,4,44,1,4,1,0,100,TRUE,1,2,5,FALSE,FALSE,100,150,5,0.64881,1,TRUE
518280,9,56,3,0,1,0,9,58,3,2,1,0,100,TRUE,1,2,6,FALSE,FALSE,100,200,5,0.64881,1,TRUE
518300,9,48,1,0,4,0,9,49,1,0,4,0,50,TRUE,1,2,3,FALSE,FALSE,50,200,5,0.53715,1,TRUE
518310,7,35,3,0,2,0,7,33,2,0,3,0,100,TRUE,1,2,5,FALSE,FALSE,100,150,5,0.80748,2,FALSE
518320,7,35,2,8,4,0,8,37,1,0,4,0,50,TRUE,1,3,2,TRUE,FALSE,50,80,5,0.80748,2,FALSE
518330,6,41,2,3.5,3,0,5,42,2,0,1,0,60,TRUE,1,2,1,FALSE,FALSE,60,100,5,0.80748,2,FALSE
518340,9,54,3,0,5,0,8,56,1,99,4,0,118,TRUE,1,2,3,FALSE,FALSE,118,200,5,0.80748,2,FALSE
518839,6,36,2,14,2,5.5,6,37,1,4,3,0.6666666666666666,120,TRUE,1,2,4,FALSE,FALSE,120,150,5,0.26536,2,FALSE
518841,8,38,2,0,4,0,8,39,1,0,5,0,200,FALSE,1,7,4,TRUE,TRUE,200,300,5,0.26536,2,FALSE
518845,7,31,1,0,3,0,7,37,1,0,3,0,200,TRUE,1,2,6,FALSE,FALSE,200,100,5,0.26536,2,FALSE
518848,10,59,1,0,3,0,10,60,1,2,2,0,120,TRUE,1,2,5,FALSE,FALSE,120,60,5,0.26536,2,FALSE
518859,11,57,1,0,2,0,13,59,1,0,2,0,600,TRUE,1,3,3,TRUE,FALSE,600,300,5,0.26536,2,FALSE
518872,6,32,2,3.5,2,3,7,33,3,0,2,0,100,TRUE,1,2,4,FALSE,FALSE,100,150,5,0.26536,2,FALSE
518874,10,60,2,0,2,0,12,61,3,12.333333333333334,3,0,200,TRUE,1,2,5,FALSE,FALSE,200,120,5,0.26536,2,FALSE
518878,6,38,1,0,2,0,6,39,1,0,2,0,120,TRUE,1,2,4,FALSE,FALSE,120,150,5,0.26536,2,FALSE
518879,13,76,4,0,3,0,9,76,2,0,2,0,300,FALSE,1,3,3,TRUE,FALSE,300,300,5,0.26536,2,FALSE
518888,5,34,1,5,2,0,4,35,1,0,1,0,180,FALSE,1,2,4,FALSE,FALSE,180,300,5,0.26536,2,FALSE
518893,5,27,2,0,1,0,5,28,2,0,1,0,200,TRUE,1,2,1,FALSE,FALSE,200,300,5,0.26536,2,FALSE
518900,5,50,1,5,2,1.5,6,52,2,0,2,0,120,TRUE,1,2,3,FALSE,FALSE,120,100,5,0.26536,2,FALSE
518901,4,29,1,0,1,0,4,29,1,5,1,0,150,FALSE,1,2,5,FALSE,FALSE,150,150,5,0.26536,2,FALSE
518902,7,36,4,2.25,3,0,7,37,2,0,3,0,150,TRUE,1,3,1,TRUE,FALSE,150,200,5,0.26536,2,FALSE
518903,9,53,2,0,1,0,9,53,1,2,1,0,220,TRUE,1,2,6,FALSE,FALSE,220,200,5,0.26536,2,FALSE
518907,8,35,2,0,4,0,7,37,1,0,4,0,100,TRUE,1,2,6,FALSE,FALSE,100,200,5,0.09717,1,TRUE
518908,7,25,5,0,1,0,7,26,3,0,2,0,200,TRUE,1,3,2,TRUE,FALSE,200,180,5,0.09717,1,TRUE
518969,4,31,1,2,1,0,4,32,1,0,1,0,150,TRUE,1,2,6,FALSE,FALSE,150,300,5,0.26536,2,FALSE
518970,5,34,1,3,2,0,5,36,1,0,2,0,150,TRUE,1,1,3,FALSE,FALSE,150,180,5,0.26536,2,FALSE
518973,8,58,3,2,1,0,7,59,1,4,1,0,180,TRUE,2,5,1,TRUE,TRUE,180,400,5,0.26536,2,FALSE
518974,9,38,4,0,3,0,10,39,2,0,3,0,180,TRUE,1,2,5,FALSE,FALSE,180,300,5,0.26536,2,FALSE
518976,5,66,1,15,1,0,5,67,1,3,1,0,100,TRUE,1,2,4,FALSE,FALSE,100,300,5,0.26536,2,FALSE
518980,4,6,1,3,2,0,5,29,1,0,2,0,120,FALSE,1,1,3,FALSE,FALSE,120,200,5,0.26536,2,FALSE
518988,7,36,2,0,3,0,7,37,2,0,2,0,200,TRUE,1,2,4,FALSE,FALSE,200,250,5,0.26536,2,FALSE
518996,10,41,1,0,6,0,9,42,1,0,5,0,180,TRUE,1,2,5,FALSE,FALSE,180,300,5,0.26536,2,FALSE
519133,9,34,2,0,2,3,9,35,2,0,2,1,250,FALSE,2,2,6,FALSE,FALSE,250,200,5,0.57275,1,TRUE
519390,4,28,1,0,1,0,4,29,1,0,1,0,150,TRUE,2,2,6,FALSE,FALSE,150,100,5,0.39484,1,TRUE
519393,9,68,2,2,3,0,10,69,1,2,4,0,100,FALSE,2,2,3,FALSE,FALSE,100,175,5,0.39484,1,TRUE
519400,9,47,1,0,2,0,9,48,1,6,2,0,300,FALSE,2,2,5,FALSE,FALSE,300,400,5,0.39484,1,TRUE
519413,8,70,1,0,3,0.6666666666666666,8,73,1,0,2,0,150,FALSE,2,2,3,FALSE,FALSE,150,500,5,0.39484,1,TRUE
519422,8,46,1,0,2,0,8,47,1,0,2,0,200,TRUE,2,2,5,FALSE,FALSE,200,300,5,0.39484,1,TRUE
519431,10,47,1,3,7,0,8,48,1,0,4,0,200,TRUE,2,1,2,FALSE,FALSE,200,600,5,0.39484,1,TRUE
519445,7,56,1,0,1,0,8,57,2,0,1,0,150,TRUE,2,2,6,FALSE,FALSE,150,250,5,0.39484,1,TRUE
519449,6,33,2,0,1,0,6,35,1,0,1,0,100,TRUE,2,2,6,FALSE,FALSE,100,300,5,0.39484,1,TRUE
519450,8,42,1,0,5,0,8,43,1,2,4,0,300,TRUE,2,1,2,FALSE,FALSE,300,400,5,0.39484,1,TRUE
519462,9,44,2,0,5,0,9,45,1,15,5,0,100,FALSE,2,2,6,FALSE,FALSE,100,250,5,0.39484,1,TRUE
519480,8,59,3,0,3,0,7,60,2,0,2,0,80,TRUE,2,2,4,FALSE,FALSE,80,250,5,0.39484,1,TRUE
519483,8,35,2,0,4,0,8,36,2,3.5,4,0,200,FALSE,2,2,4,FALSE,FALSE,200,300,5,0.39484,1,TRUE
519491,6,33,2,3,2,0,6,34,1,0,3,0,100,TRUE,2,2,4,FALSE,FALSE,100,200,5,0.39484,1,TRUE
519494,5,27,2,0,1,0,6,28,1,0,3,0,300,TRUE,2,2,6,FALSE,FALSE,300,250,5,0.39484,1,TRUE
519498,7,34,2,0,3,0,7,35,1,0,4,0,150,FALSE,2,2,5,FALSE,FALSE,150,230,5,0.39484,1,TRUE
519500,5,32,5,0,1,0,5,32,2,0,1,0,150,FALSE,2,2,6,FALSE,FALSE,150,150,5,0.39484,1,TRUE
519503,8,48,2,0,3,0,7,49,1,0,3,0,150,TRUE,2,2,4,FALSE,FALSE,150,120,5,0.39484,1,TRUE
