resp_id,urban_rural,region,ethnicity,vote
GHA0232,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0234,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA0235,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0237,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA0238,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA0239,Urban,Ashanti,Ewe_Ga,National Democratic Congress (NDC)
GHA0242,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0244,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0245,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA0252,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0254,Urban,Western North,Akan,National Democratic Congress (NDC)
GHA0258,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA0259,Urban,Western North,Akan,National Democratic Congress (NDC)
GHA0262,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0265,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA0274,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA0276,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA0277,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0280,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0285,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0286,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0288,Urban,Western,Akan,National Democratic Congress (NDC)
GHA0292,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0293,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0295,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0297,Urban,Western,Akan,National Democratic Congress (NDC)
GHA0298,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA0300,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0301,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0302,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0307,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0310,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0315,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0320,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0321,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA0323,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0324,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0325,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0326,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0334,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA0335,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA0336,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0353,Rural,Central,Akan,New Patriotic Party (NPP)
GHA0359,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA0360,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0366,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0368,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0370,Rural,Central,Akan,New Patriotic Party (NPP)
GHA0371,Urban,Western,Akan,National Democratic Congress (NDC)
GHA0374,Rural,Central,Akan,National Democratic Congress (NDC)
GHA0378,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0380,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0381,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0382,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0388,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA0389,Rural,Western North,Akan,New Patriotic Party (NPP)
GHA0390,Urban,Western,Akan,New Patriotic Party (NPP)
GHA0393,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA0394,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0396,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA0397,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0398,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0407,Urban,Western,Ewe_Ga,National Democratic Congress (NDC)
GHA0408,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0411,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0418,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0426,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0428,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0429,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0430,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0431,Rural,Western North,Akan,New Patriotic Party (NPP)
GHA0434,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA0436,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0443,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0449,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0453,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA0455,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA0458,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA0461,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA0465,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0466,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0468,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0479,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA0481,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0484,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0485,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0488,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0506,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0509,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0510,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0513,Urban,Central,Akan,New Patriotic Party (NPP)
GHA0514,Urban,Western,Akan,National Democratic Congress (NDC)
GHA0515,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0516,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA0517,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0518,Urban,Western,Akan,National Democratic Congress (NDC)
GHA0519,Urban,Western,Akan,National Democratic Congress (NDC)
GHA0529,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0533,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0535,Urban,Central,Akan,New Patriotic Party (NPP)
GHA0540,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0544,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0545,Rural,Western North,Akan,National Democratic Congress (NDC)
GHA0546,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0547,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA0548,Rural,Western North,Akan,New Patriotic Party (NPP)
GHA0550,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA0551,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA0552,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0553,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0555,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0557,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0561,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA0564,Rural,Western North,Akan,National Democratic Congress (NDC)
GHA0567,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0570,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0573,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0576,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0577,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0582,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA0584,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA0587,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0589,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0590,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0595,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0597,Urban,Western,Akan,New Patriotic Party (NPP)
GHA0598,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0610,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA0614,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA0622,Rural,Brong-Ahafo,Ewe_Ga,New Patriotic Party (NPP)
GHA0625,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0629,Rural,Central,Akan,National Democratic Congress (NDC)
GHA0631,Rural,Central,Akan,New Patriotic Party (NPP)
GHA0635,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA0637,Rural,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA0638,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0647,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0652,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA0653,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0660,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0662,Urban,Western North,Ewe_Ga,National Democratic Congress (NDC)
GHA0664,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA0665,Urban,Western North,Akan,New Patriotic Party (NPP)
GHA0666,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0668,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0670,Urban,Western North,Akan,New Patriotic Party (NPP)
GHA0671,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA0674,Rural,Central,Akan,New Patriotic Party (NPP)
GHA0682,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0688,Urban,Western North,Akan,New Patriotic Party (NPP)
GHA0694,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0697,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0698,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0699,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA0700,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0704,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0706,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0710,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0711,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0727,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0729,Urban,Central,Akan,New Patriotic Party (NPP)
GHA0732,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0733,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0738,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0741,Urban,Western,Akan,National Democratic Congress (NDC)
GHA0744,Urban,Central,Akan,National Democratic Congress (NDC)
GHA0745,Urban,Western,Akan,National Democratic Congress (NDC)
GHA0746,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0755,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0762,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0764,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0768,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0770,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0778,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0782,Urban,Central,Akan,National Democratic Congress (NDC)
GHA0783,Urban,Central,Akan,National Democratic Congress (NDC)
GHA0786,Urban,Central,Akan,National Democratic Congress (NDC)
GHA0791,Rural,Western North,Akan,National Democratic Congress (NDC)
GHA0799,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0800,Rural,Western North,Ewe_Ga,National Democratic Congress (NDC)
GHA0811,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0813,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA0817,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA0818,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0819,Urban,Central,Akan,National Democratic Congress (NDC)
GHA0820,Urban,Central,Akan,National Democratic Congress (NDC)
GHA0824,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0825,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA0828,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0829,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA0836,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0839,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0841,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA0845,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0847,Urban,Central,Akan,National Democratic Congress (NDC)
GHA0848,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA0850,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0851,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0857,Urban,Central,Akan,New Patriotic Party (NPP)
GHA0861,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0867,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0869,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA0871,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0875,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA0876,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0879,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0883,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0892,Urban,Western,Akan,National Democratic Congress (NDC)
GHA0893,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0896,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA0898,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0899,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0900,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0905,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0912,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0916,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA0922,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0924,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0926,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0928,Rural,Western North,Akan,National Democratic Congress (NDC)
GHA0930,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0931,Urban,Central,Akan,New Patriotic Party (NPP)
GHA0934,Urban,Central,Akan,National Democratic Congress (NDC)
GHA0936,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0942,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0944,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0945,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0946,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA0947,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0950,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA0952,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0953,Rural,Western North,Akan,New Patriotic Party (NPP)
GHA0955,Rural,Western North,Akan,New Patriotic Party (NPP)
GHA0958,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA0963,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA0964,Rural,Western North,Akan,National Democratic Congress (NDC)
GHA0966,Urban,Central,Akan,National Democratic Congress (NDC)
GHA0970,Urban,Central,Akan,New Patriotic Party (NPP)
GHA0995,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1000,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1016,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1017,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1023,Rural,Western,Akan,New Patriotic Party (NPP)
GHA1024,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1028,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1031,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1032,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1035,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1037,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1038,Urban,Brong-Ahafo,Ewe_Ga,New Patriotic Party (NPP)
GHA1041,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1045,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1046,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1048,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1050,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1051,Urban,Central,Ewe_Ga,New Patriotic Party (NPP)
GHA1053,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1055,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1062,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1064,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1066,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1074,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1075,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1076,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1088,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1090,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1094,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1099,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1102,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1103,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1104,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1106,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1108,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1110,Urban,Western,Akan,National Democratic Congress (NDC)
GHA1111,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA1116,Urban,Western,Akan,National Democratic Congress (NDC)
GHA1119,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1120,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1121,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1122,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1130,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1134,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1142,Urban,Western,Akan,National Democratic Congress (NDC)
GHA1143,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1145,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1160,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1169,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1170,Rural,Central,Akan,New Patriotic Party (NPP)
GHA1171,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1176,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1178,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1181,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1195,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA1196,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA1197,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA1203,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1204,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1205,Urban,Western,Akan,National Democratic Congress (NDC)
GHA1214,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1216,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1218,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1219,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1225,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA1227,Urban,Western,Akan,New Patriotic Party (NPP)
GHA1232,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA1233,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1243,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1244,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1247,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1253,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1254,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1255,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1257,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1261,Rural,Western,Ewe_Ga,National Democratic Congress (NDC)
GHA1262,Rural,Western,Ewe_Ga,National Democratic Congress (NDC)
GHA1265,Rural,Western,Ewe_Ga,National Democratic Congress (NDC)
GHA1270,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1274,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1275,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1283,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1292,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1295,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1299,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1300,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1301,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1306,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1307,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1315,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA1325,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1327,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1329,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1330,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1331,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1333,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1343,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1355,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1361,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1366,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1370,Rural,Ashanti,Ewe_Ga,National Democratic Congress (NDC)
GHA1371,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1375,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1376,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1379,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1382,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1384,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1388,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1389,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1390,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1392,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1397,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1398,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1399,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1404,Urban,Western,Akan,National Democratic Congress (NDC)
GHA1405,Urban,Central,Ewe_Ga,New Patriotic Party (NPP)
GHA1418,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1420,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1425,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1429,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1430,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1431,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1433,Rural,Ashanti,Ewe_Ga,National Democratic Congress (NDC)
GHA1437,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1438,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1439,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1443,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA1446,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1447,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1448,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1449,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA1459,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1460,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1462,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1463,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1465,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1467,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1469,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1471,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1475,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1476,Urban,Ashanti,Ewe_Ga,New Patriotic Party (NPP)
GHA1477,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1478,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1481,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1484,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1485,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1491,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1493,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1494,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1498,Rural,Western,Akan,New Patriotic Party (NPP)
GHA1500,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1506,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1508,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA1516,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1534,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1539,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1540,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1541,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1542,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1549,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
