id8102,year,poor_support,mid_support,rich_support,question_text,policy_change
1,1981,0.7333024740219116,0.8607293963432312,0.891196072101593,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His call to cut 41.4 billion dollars from the 1982 federal budget",0
2,1981,0.6822428107261658,0.7395572066307068,0.7894070744514465,"In addition to the tax cuts the President called for in his speech before Congress, President Reagan and his economic advisors are working on another tax cut program designed to stimulate investment to make the economy grow. Would you favor or oppose (READ EACH ITEM)? Item: Reducing the maximum capital gains tax that indiviuals pay when they sell stocks or bonds, precious metals, real estate, coins, antiques, art, or other such investments from 28% to 17% to stimulate more investment",0
3,1981,0.62517249584198,0.7407212257385254,0.7516785860061646,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His call to cut the school lunch program by 1.6 billion dollars by eliminating free school lunches for children of families who can afford to pay",1
4,1981,0.7645454406738281,0.7853991985321045,0.8166108727455139,"In addition to the tax cuts the President called for in his speech before Congress, President Reagan and his economic advisors are working on another tax cut program designed to stimulate investment to make the economy grow. Would you favor or oppose (READ EACH ITEM)? Item: Reducing the maximum tax rate that individuals pay on income other than their salaries from 70% to 50%",1
7,1981,0.7404625415802002,0.807033121585846,0.7789890766143799,"In addition to the tax cuts the President called for in his speech before Congress, President Reagan and his economic advisors are working on another tax cut program designed to stimulate investment to make the economy grow. Would you favor or oppose (READ EACH ITEM)? Item: Increasing the investment tax credits that corporations receive for investing in new plant and equipment from 10% to 20% to stimulate investment by business in modern technology and growth",0
11,1981,0.7470266819000244,0.8087974190711975,0.8413902521133423,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His call to speed up business depreciation write-offs for new plants, machinery, and vehicles to stimulate the growth of business",1
12,1981,0.6522789597511292,0.6766880750656128,0.7401397228240967,"In addition to the tax cuts the President called for in his speech before Congress, President Reagan and his economic advisors are working on another tax cut program designed to stimulate investment to make the economy grow. Would you favor or oppose (READ EACH ITEM)? Item: Eliminating double taxation on corporation profits, by ending taxes paid by stockholders on dividends they receive, on which corporations have already paid income tax, in order to stimulate more investment by the individual",0
14,1981,0.539135217666626,0.7438852190971375,0.75239497423172,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His wanting to cut the food stamp program by 1.8 billion dollars",1
15,1981,0.4687978625297546,0.6393606066703796,0.6909337043762207,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His cutting 1.2 billion dollars for unemployment compensation programs by shortening the time people can receive such benefits",1
19,1981,0.610612154006958,0.6735581159591675,0.7401248812675476,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His wanting to give every taxpayer, regardless of income, a 10% cut in federal income tax rates every year for the next three years, which some people think will be inflationary and favor the rich, but which others think will stimulate economic growth",1
20,1981,0.6064633131027222,0.8046743273735046,0.8174076080322266,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His call to cut federal welfare spending by 520 million dollars",1
22,1981,0.5754668116569519,0.7051116228103638,0.7034724354743958,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Reducing the maximum capital gains tax that individuals pay when they sell stocks or bonds, precious metals, real estate, coins, antiques, art, or other such investments from 28% to 17% to stimulate more investment",0
24,1981,0.7389702200889587,0.7620344758033752,0.841737687587738,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Speeding up business depreciation write-offs for new plants, machinery, and vehicles to stimulate the growth of business",1
26,1981,0.5349093675613403,0.7773776650428772,0.7981575727462769,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Eliminating the so-called marriage penalty, which taxes a married couple who are both working more than if they were single and earning the same amount",0
28,1981,0.7012876272201538,0.8760369420051575,0.7819651365280151,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Cutting the federal personal income tax, mainly for those families earning under $50,000 a year",0
29,1981,0.6330968737602234,0.7697755098342896,0.8072158098220825,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Reducing the maximum tax rate that individuals pay on income other than their salaries from 70% to 50% to stimulate investment",1
30,1981,0.3220367431640625,0.2496101856231689,0.3465058803558349,"As it works now, Social Security payments, payments to the handicapped and to those on government pensions, and other federal benefits are indexed to rises in the cost of living. As the Consumer Price Index goes up, the amount of benefits goes up by the same percentage. Those who favor this system feel those who get the benefits should not suffer from increases in cost of living. Others feel that by increasing the amount of benefits as prices go up, government spending goes up and that makes inflation still worse. All in all, do you favor or oppose indexing these benefits to the cost of living?",0
31,1981,0.7334504723548889,0.8210546374320984,0.8399083614349365,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Increasing the amount an eligible individual can set aside for retirement in an IRA plan as a deduction against taxes from $1,500 to $10,000",0
32,1981,0.7652765512466431,0.7811259031295776,0.757611095905304,"Another proposed way of keeping government benefits in line with the cost of living would be to index the benefits to changes in wages. In other words, benefits would increase according to the annual average rise in wages. If, over the past few years, the benefits had been geared to wage increases rather than price rises, the government would have saved 6.5 billion dollars a year. Would you favor or oppose a new system, under which both price and wage increases would be looked at and the benefits would go up by whichever index went up least?",0
33,1981,0.714446485042572,0.82007896900177,0.78562992811203,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Increasing the amount an eligible individual cans set aside for retirement in a Keogh (KEY-OH) Plan as a deduction against taxes from $7,500 to $15,000",1
35,1981,0.8106189966201782,0.894245445728302,0.8938347697257996,"Now let me ask you about some other tax cuts that many Congressmen of both parties favor. For each, tell me if you favor or oppose that tax cut. READ EACH ITEM Item: Increasing the amount an eligible individual can set aside for retirement in an IRA (READ AS INITIALS) plan as a deduction against taxes from $1,500 to $2,000",1
36,1981,0.4257078766822815,0.4705351591110229,0.5786449909210205,"The Reagan Administration, through Secretary of the Interior James Watt, has announced that it wants to lease to oil companies sizable parts of the Pacific Ocean off the California coast for oil exploration. The State of California objects to this policy claiming such drilling activities will adversely affect the coastal environment there. Do you favor or oppose the leasing to oil companies those tracts off the California coast?",0
37,1981,0.6548688411712646,0.6513679027557373,0.6404348611831665,"The major questions that have not yet been settled in Congress are over the kinds and amounts of cuts that should be made in personal federal income taxes. Let me ask you about some alternatives that have been proposed. For each tell me if you favor or oppose that tax cut. READ EACH ITEM Item: The bill proposed by the chairman of the House Ways and Means Committee which would cut personal tax rates up to the first $50,000 of income 4% for one year",0
38,1981,0.715106189250946,0.7671242356300354,0.7437701225280762,The major questions that have not yet been settled in Congress are over the kinds and amounts of cuts that should be made in personal federal income taxes. Let me ask you about some alternatives that have been proposed. For each tell me if you favor or oppose that tax cut. READ EACH ITEM Item: The Kemp-Roth bill that would cut personal tax rates for everyone 30% over a three-year period,1
39,1981,0.7621876001358032,0.8462413549423218,0.8687911033630371,"Now let me ask you about some other tax cuts that many Congressmen of both parties favor. For each, tell me if you favor or oppose that tax cut. READ EACH ITEM Item: Increasing the amount an eligible individual can set aside for retirement in a Keogh (KEY-oh) Plan as a deduction against taxes from $7,500 to $15,000",1
40,1981,0.6953312158584595,0.6951484680175781,0.7462664842605591,"In the next month, the House Ways and Means Committee will come up with a tax bill for 1981 and 1982. Let me ask you about some of the tax cuts designed to help business that President Reagan and the Democratic and Republican leadership in Congress now favor. For each, tell me if you favor or oppose that tax cut. READ EACH ITEM Item: Reducing the maximum capital gains tax that individuals pay when they sell stocks or bonds, precious metals, real estate, coins, antiques, art, or other such investments from 28% to 17% to stimulate more investment",0
41,1981,0.6517117023468018,0.6480078101158142,0.6377542614936829,"Now let me ask you about some other tax cuts that many Congressmen of both parties favor. For each, tell me if you favor or oppose that tax cut. READ EACH ITEM Item: Eliminating the tax deductions people now can take on interest they pay on department store charge accounts and on purchases made with credit cards, in order to discourage people from buying too much on credit, which might be inflationary",0
42,1981,0.7431212663650513,0.804227352142334,0.8218826651573181,"In the next month, the House Ways and Means Committee will come up with a tax bill for 1981 and 1982. Let me ask you about some of the tax cuts designed to help business that President Reagan and the Democratic and Republican leadership in Congress now favor. For each, tell me if you favor or oppose that tax cut. READ EACH ITEM Item: Reducing the maximum tax rate that individuals pay on income other that their salaries from 70% to 50% to stimulate investment",1
43,1981,0.754238486289978,0.6854746341705322,0.6080962419509888,The major questions that have not yet been settled in Congress are over the kinds and amounts of cuts that should be made in personal federal income taxes. Let me ask you about some alternatives that have been proposed. For each tell me if you favor or oppose that tax cut. READ EACH ITEM Item: The Gramm-Latta (GRAY-AM LAD-A) bill that would cut personal tax rates for everyone 5% next year and 10% in each of the following two years,1
44,1981,0.7737044095993042,0.739001989364624,0.8626496195793152,"In the next month, the House Ways and Means Committee will come up with a tax bill for 1981 and 1982. Let me ask you about some of the tax cuts designed to help business that President Reagan and the Democratic and Republican leadership in Congress now favor. For each, tell me if you favor or oppose that tax cut. READ EACH ITEM Item: Speding up business depriciation write-offs for new plants, machinery, and vehicles to stimulate the growth of business",1
45,1981,0.743736743927002,0.8837791085243225,0.8737581372261047,"Now let me ask you about some other tax cuts that many Congressmen of both parties favor. For each, tell me if you favor or oppose that tax cut. READ EACH ITEM Item: Making exempt from federal income taxes the first $3,000 that people receive in interest payments from savings accounts, savings certificates, U.S. government bonds, and other interest payments, in order to stimulate savings in the country",1
46,1981,0.5247222185134888,0.7388583421707153,0.8138986825942993,"Now let me ask you about some other tax cuts that many Congressmen of both parties favor. For each, tell me if you favor or oppose that tax cut. READ EACH ITEM Item: Eliminating the so-called marriage penalty, which taxes a married couple who are both working more than if they were single and earning the same amount",0
47,1981,0.5076991319656372,0.6358364820480347,0.690933346748352,"Let me read you some of the cutbacks the Reagan Administration has proposed on Social Security in order to keep Social Security taxes from rising a great deal. For each, tell me if you favor or oppose that cutback. Item: To encourage people to work longer, the current limit of $5,500 a year on outside income that can be earned without a reduction in Social Security benefits would be gradually raised and finally abolished in 1986",0
48,1981,0.6695337295532227,0.6564857959747314,0.6663739681243896,"A compromise proposal on personal federal income taxes that some Democrats in Congress are coming up with and some people believe President Reagan may accept, is to cut taxes 5% the first year and 10% the second year. Would you favor or oppose this compromise tax cut?",1
49,1981,0.618798017501831,0.7403644323348999,0.7061972618103027,"One of the reasons Social Security costs have gone up so much is that benefits are now indexed to go up as prices go up. If Social Security payments had been geared to wage increases rather than price rises, the government would have saved 6.5 billion dollars a year over the past few years. President Reagan is opposed to changing the current system of indexing Social Security payments. Would you favor or oppose changing the way Social Security benefits are indexed, so that both price and wage increases would be looked at and the benefits would go up by whichever index went up least?",0
51,1981,0.329927384853363,0.3043750524520874,0.3889945149421692,"Let me read you some of the cutbacks the Reagan Administration has proposed on Social Security in order to keep Social Security taxes from rising a great deal. For each, tell me if you favor or oppose that cutback. Item: By 1987, those retiring at age 65 would receive an average of $692 a month instead of the $719 now received",0
52,1981,0.2922804951667785,0.2927805185317993,0.3564513325691223,"One of the pledges Ronald Reagan made when he ran for president was that he would get the federal government off the back of business. As a result, this administration has begun a series of measures to change federal regulation of business. I want to read you some of the changes being considered and being made. For each, tell me if you favor or oppose that change. READ EACH ITEM Item: Putting people who formerly represented mining, timber, oil, and gas companies on charge of what happens to federal lands",1
59,1981,0.4296504259109497,0.4803270101547241,0.4903542995452881,"One of the pledges Ronald Reagan made when he ran for president was that he would get the federal government off the back of business. As a result, this administration has begun a series of measures to change federal regulation of business. I want to read you some of the changes being considered and being made. For each, tell me if you favor or oppose that change. READ EACH ITEM Item: Cutting back some of the strict laws set up after Watergate that guard against conflicts of interest in public life and require financial disclosure by those appointed to high office",0
88,1981,0.3231949806213379,0.3095434904098511,0.394785463809967,"As you know, there is much discussion about changing Social Security to put that system on a sounder financial basis. Let me ask you about some proposals that have been made for Social Security changes. Would you favor or oppose (READ EACH ITEM)? Item: Changing the age from 65 to 68 that people can go on Social Security with full benefits, by the year 1990",0
91,1981,0.2480652332305908,0.3594895005226135,0.4948258399963379,"Now it is being proposed that instead of the system of higher- income people paying a greater percentage in federal income taxes, everyone pay the same percentage of their income in taxes, such as 20% for everyone. Would you favor having everyone pay the same percentage of their income in taxes, or would you favor keeping the present system, under which higher-income people pay a greater percentage in taxes?",0
100,1981,0.0882670283317565,0.0885400772094726,0.1120060682296752,"As you know, there is much discussion about changing Social Security to put that system on a sounder financial basis. Let me ask you about some proposals that have been made for Social Security changes. Would you favor or oppose (READ EACH ITEM)? Item: Cutting off the three million people who now receive the minimum Social Security benefit of $122 a month, including those for whom this is the only source of income",0
102,1981,0.631818413734436,0.8648166656494141,0.861571729183197,"Now let me ask you about major federal grant programs. Do you favor cutting federal spending on (READ EACH ITEM) by 50%, 25%, 10%, or hardly at all? Item: Welfare payment grants",0
104,1981,0.2617554664611816,0.3250526785850525,0.3330771327018738,"Now I'm going to ask you about some specific changes that are being considered in the Clean Air Act. For each, tell me whether you favor or oppose the change. READ EACH ITEM Item: Relax pollution standards to allow power plants to burn higher sulfur content oil and coal",0
106,1981,0.3947022557258606,0.3147561550140381,0.3658056259155273,"Now I'm going to ask you about some specific changes that are being considered in the Clean Air Act. For each, tell me whether you favor or oppose the change. READ EACH ITEM Item: Relax regulations that protect national park and wilderness areas from air pollution",0
107,1981,0.6674942970275879,0.8358967304229736,0.8744714260101318,"Now let me ask you about major federal grant programs. Do you favor cutting federal spending on (READ EACH ITEM) by 50%, 25%, 10%, or hardly at all? Item: Community development programs",1
108,1981,0.5907297134399414,0.7298753261566162,0.7083865404129028,"Now let me ask you about major federal grant programs. Do you favor cutting federal spending on (READ EACH ITEM) by 50%, 25%, 10%, or hardly at all? Item: Mass public transportation",1
109,1981,0.3514483571052551,0.456914484500885,0.6123480796813965,"Social Security benefits are scheduled to go up by the amount the cost of living has gone up in July 1982. President Reagan has just proposed that this increase not go into effect until October 1982, in order to help balance the federal budget. Because of this delay, a person on Social Security would lose an average of $87 in benefits. Do you favor or oppose putting off the planned increase in Social Security benefits from July to October of 1982 to help balance the federal budget?",0
110,1981,0.7026534080505371,0.815186083316803,0.8621751070022583,"Now let me ask you about major federal grant programs. Do you favor cutting federal spending on (READ EACH ITEM) by 50%, 25%, 10%, or hardly at all? Item: Highway grants",0
111,1981,0.5996168851852417,0.6644048690795898,0.688697874546051,"Now let me ask you about major federal grant programs. Do you favor cutting federal spending on (READ EACH ITEM) by 50%, 25%, 10%, or hardly at all? Item: Sewage treatment projects",1
113,1981,0.3513504266738891,0.476017951965332,0.548265278339386,"Now let me ask you about major federal grant programs. Do you favor cutting federal spending on (READ EACH ITEM) by 50%, 25%, 10%, or hardly at all? Item: School lunch and other child nutrition programs",1
114,1981,0.3876380324363708,0.377319872379303,0.3940944671630859,"Now I'm going to ask you about some specific changes that are being considered in the Clean Air Act. For each, tell me whether you favor or oppose the change. READ EACH ITEM Item: Postpone current deadlines for electric companies meeting power plant pollution standards",0
116,1981,0.3237668871879577,0.3152536153793335,0.3629794120788574,"Now I'm going to ask you about some specific changes that are being considered in the Clean Air Act. For each, tell me whether you favor or oppose the change. READ EACH ITEM Item: Relax national air quality standards",0
118,1981,0.6531639099121094,0.8420495986938477,0.8602640628814697,"Now let me ask you about major federal grant programs. Do you favor cutting federal spending on (READ EACH ITEM) by 50%, 25%, 10%, or hardly at all? Item: Subsidized housing",1
119,1981,0.4067064523696899,0.3669911026954651,0.4281498193740845,"Now I'm going to ask you about some specific changes that are being considered in the Clean Air Act. For each, tell me whether you favor or oppose the change. READ EACH ITEM Item: Relax current auto pollution standards",0
120,1981,0.3855223059654236,0.4583665132522583,0.5032426118850708,"Now I'm going to ask you about some specific changes that are being considered in the Clean Air Act. For each, tell me whether you favor or oppose the change. READ EACH ITEM Item: Postpone the current deadlines for auto companies meeting auto pollution standards",0
121,1981,0.6025292873382568,0.6400619745254517,0.6388550996780396,"Now I'm going to ask you about some specific changes that are being considered in the Clean Air Act. For each, tell me whether you favor or oppose the change. READ EACH ITEM Item: Turn the major responsibility for implementing air pollution control standards over to the states",0
122,1981,0.4509667754173279,0.3570632934570312,0.2904344797134399,"As you know, the federal government is now running heavy deficits which could reach 100 billion dollars a year. At the same time, many people believe that more federal money is needed to properly finance Social Security and to build up our military defenses to keep ahead of the Russians. That could mean raising taxes, at least temporarily. The Republicans are considering passing, for two years only, a national sales tax on all purchases people make, except food and medicine. On each purchase you made, you would pay a 10 cent additional sales tax for every dollar you spent. Item: Would you favor or oppose a two-year national sales tax of 10 cents on every dollar on all purchases, except food and medicine, to go just to a National Defense Trust Fund to keep the U.S. ahead of the Russians and to eliminate the federal deficit?",0
125,1981,0.5340616703033447,0.4267759919166565,0.2859174609184265,"As you know, the federal government is now running heavy deficits which could reach 100 billion dollars a year. At the same time, many people believe that more federal money is needed to properly finance Social Security and to build up our military defenses to keep ahead of the Russians. That could mean raising taxes, at least temporarily. The Republicans are considering passing, for two years only, a national sales tax on all purchases people make, except food and medicine. On each purchase you made, you would pay a 10 cent additional sales tax for every dollar you spent. Item: Would you favor or oppose a two-year national sales tax of 10 cents on every dollar on all purchases, except food and medicine, to go just to both a National Defense Trust Fund and to Social Security?",0
126,1981,0.387187659740448,0.349895715713501,0.255114197731018,"As you know, the federal government is now running heavy deficits which could reach 100 billion dollars a year. At the same time, many people believe that more federal money is needed to properly finance Social Security and to build up our military defenses to keep ahead of the Russians. That could mean raising taxes, at least temporarily. The Republicans are considering passing, for two years only, a national sales tax on all purchases people make, except food and medicine. On each purchase you made, you would pay a 10 cent additional sales tax for every dollar you spent. Item: Taking everything into consideration, would you favor or oppose Congress passing a national sales tax of 10 cents on every dollar on all purchases, except food and medicine?",0
127,1981,0.6417034268379211,0.5129995346069336,0.3572182059288025,"As you know, the federal government is now running heavy deficits which could reach 100 billion dollars a year. At the same time, many people believe that more federal money is needed to properly finance Social Security and to build up our military defenses to keep ahead of the Russians. That could mean raising taxes, at least temporarily. The Republicans are considering passing, for two years only, a national sales tax on all purchases people make, except food and medicine. On each purchase you made, you would pay a 10 cent additional sales tax for every dollar you spent. Item: Would you favor or oppose a two-year national sales tax of 10 cents on every dollar on all purchases, except food and medicine, to go just to Social Security so that system will be sound again?",0
131,1981,0.1947824954986572,0.2494003772735595,0.2076536417007446,In order to reduce the federal deficit would you favor or oppose (READ EACH ITEM IN THE ORDER GIVEN)? Item: A sizable federal tax increase,1
132,1981,0.4116634130477905,0.4813377857208252,0.4531671404838562,In order to reduce the federal deficit would you favor or oppose (READ EACH ITEM IN THE ORDER GIVEN)? Item: A postponement of the 10% federal income tax cut scheduled for next year and of the 10% cut scheduled for the year after that,0
135,1981,0.485514223575592,0.567423939704895,0.5386238694190979,In order to reduce the federal deficit would you favor or oppose (READ EACH ITEM IN THE ORDER GIVEN)? Item: A postponement of the 10% federal income tax cut scheduled for next year,0
138,1981,0.3500873446464538,0.446730375289917,0.4650130271911621,"In order to reduce the federal deficit would you favor or oppose (READ EACH ITEM IN THE ORDER GIVEN)? Item: Eliminating price controls on natural gas, and then imposing a windfall profits tax on gasoline",0
139,1981,0.4004441499710083,0.49507737159729,0.4654396772384643,In order to reduce the federal deficit would you favor or oppose (READ EACH ITEM IN THE ORDER GIVEN)? Item: Imposing a new tax on natural gas producers,0
143,1982,0.823345959186554,0.8339096903800964,0.7705457806587219,"Last year, Congress passed the big tax cut bill President Reagan asked for. Let me ask you about some of the major cuts that were passed. Looking back on it, do you now favor or oppose (READ EACH ITEM)? Item: Granting big tax breaks to oil companies by sharply reducing the windfall profits tax they now pay",0
145,1982,0.7088130712509155,0.5361744165420532,0.5466519594192505,Some leading Republicans and Democrats in Congress have suggested one way to cut the record federal deficit would be not to link the federal income tax to rises in the cost of living. These people say that linking automatically means a higher federal deficit as inflation goes up. Those in favor of linking say that people should not be put in a higher tax bracket when inflation has cut their purchasing power. Do you favor or oppose linking the federal income tax to the cost of living?,0
146,1982,0.4844666123390198,0.35332852602005,0.342925488948822,"Last year, Congress passed the big tax cut bill President Reagan asked for. Let me ask you about some of the major cuts that were passed. Looking back on it, do you now favor or oppose (READ EACH ITEM)? Item: Phasing out most federal estate and gift taxes by 1987",0
147,1982,0.7883635759353638,0.8402453660964966,0.8327226638793945,"Last year, Congress passed the big tax cut bill President Reagan asked for. Let me ask you about some of the major cuts that were passed. Looking back on it, do you now favor or oppose (READ EACH ITEM)? Item: Virtually eliminating corporate income taxes for most corporations by 1986",1
148,1982,0.3968479037284851,0.4029755592346191,0.4514433145523071,"The federal deficit is now estimated to run over 100 billion dollars for this year and next, or even higher. Some Republicans and Democrats in Congress have proposed some tax and spending changes in order to reduce the record federal deficit. To cut the size of the federal deficit, would you favor or oppose (READ EACH ITEM)? Item: Eliminating the tax break passed last year that allows profitable companies to get out of paying corporate taxes, by buying tax credits at a cut rate from companies that are losing money",1
149,1982,0.4173349738121032,0.4516792297363281,0.5029616355895996,"The federal deficit is now estimated to run over 100 billion dollars for this year and next, or even higher. Some Republicans and Democrats in Congress have proposed some tax and spending changes in order to reduce the record federal deficit. To cut the size of the federal deficit, would you favor or oppose (READ EACH ITEM)? Item: Limiting increases in Social Security, veterans’, and federal military and civilian retirement benefits to no more than 3% a year for the next few years",0
151,1982,0.4373469948768615,0.3552325963973999,0.3049793243408203,"Last year, Congress passed the big tax cut bill President Reagan asked for. Let me ask you about some of the major cuts that were passed. Looking back on it, do you now favor or oppose (READ EACH ITEM)? Item: Reducing the maximum tax rate that individuals pay on income other than their salaries from 70% to 50%",0
152,1982,0.5140402317047119,0.546875,0.4119835495948791,"The federal deficit is now estimated to run over 100 billion dollars for this year and next, or even higher. Some Republicans and Democrats in Congress have proposed some tax and spending changes in order to reduce the record federal deficit. To cut the size of the federal deficit, would you favor or oppose (READ EACH ITEM)? Item: Eliminating the 10% cut in the federal personal income tax rate scheduled for next year",0
153,1982,0.5108287334442139,0.4595953226089477,0.4297800064086914,"A year from this July 1st, another 10% cut in the federal income tax rate is scheduled to go into effect. Those who favor this additional tax cut say it will increase consumer spending and will help the economy recover. Those who oppose this tax cut say it will keep the federal deficit high, which will keep interest rates from coming down and will not bring about economic recovery. Do you think next year’s 10% income tax cut should he postponed or not?",0
155,1982,0.6722307205200195,0.6963354349136353,0.5460438132286072,"Another tax proposal is that everyone making up to $25,000 a year pay a flat 14% of their total income with deductions allowed only for employee business expenses, home mortgage payments, charitable contributions, and state and local income and property taxes. In addition, all those who receive Social Security and veterans’ benefits would not pay taxes on that income. All interest from state and local government bonds used to finance state and local governments would be tax-free. For those making over $25,000, there would be an additional basic tax that would increase up to a total of 28% for married people with joint incomes of over $65,000. Would you favor or oppose this simplified federal income tax?",0
156,1982,0.6675323843955994,0.720879077911377,0.7131814360618591,"It has been proposed that the federal income tax be simplified by going to a single, across-the-board rate of 14% taxation for everyone, but at the same time eliminating nearly all the current deductions people take so that more of people’s income is taxable.  Another provision would be to double the $1,000 exemption per person, which would keep the poor from paying higher taxes. In general, do you favor or oppose this approach to changing the tax system.",0
157,1982,0.4145064949989319,0.5105321407318115,0.4596750140190124,Would you favor keeping each of these deductions or would you favor getting rid of them to make it possible to lower the basic tax rate to 14%? Item: Deductions for employee business expenses,0
158,1982,0.576492190361023,0.6456153988838196,0.4983847141265869,Would you favor keeping each of these deductions or would you favor getting rid of them to make it possible to lower the basic tax rate to 14%? Item: Deduction of political contributions up to $100,0
159,1982,0.2875664830207824,0.3617382645606994,0.2789685130119324,Would you favor keeping each of these deductions or would you favor getting rid of them to make it possible to lower the basic tax rate to 14%? Item: Deductions for charitable contributions,0
161,1982,0.4053819179534912,0.3890506029129028,0.4309961199760437,Would you favor keeping each of these deductions or would you favor getting rid of them to make it possible to lower the basic tax rate to 14%? Item: Deductions for state and local taxes other than state and local income and property taxes,0
163,1982,0.4645314812660217,0.5660019516944885,0.5558302402496338,"Now it is being proposed that instead of the system of higher income people paying a greater percentage in federal income taxes, everyone would pay the same percentage of their total income taxes, such as 14% for everyone. Would you favor having everyone pay the same percentage of their total income in taxes, or would you favor keeping the present systems under which higher income people pay a greater percentage in taxes?",0
164,1982,0.2824020981788635,0.2318153381347656,0.2709323763847351,Would you favor keeping each of these deductions or would you favor getting rid of them to make it possible to lower the basic tax rate to 14%? Item: Deductions for house mortgage interest,0
165,1982,0.4956852793693542,0.4877989292144775,0.5306713581085205,Would you favor keeping each of these deductions or would you favor getting rid of them to make it possible to lower the basic tax rate to 14%? Item: Deductions for interest paid on installment and credit card bills,0
166,1982,0.3536354303359985,0.2957730293273926,0.3088099956512451,Would you favor keeping each of these deductions or would you favor getting rid of them to make it possible to lower the basic tax rate to 14%? Item: Deductions for state and local income and property taxes,0
167,1982,0.2987635731697082,0.2668024897575378,0.2212035059928894,"Do you favor or oppose (READ EACH ITEM)? Item: Keeping the maximum tax on capital gains at 20%, down sharply from the 50% maximum that existed five years ago",0
169,1982,0.3286965489387512,0.2450394034385681,0.2402498126029968,"Now I’m going to ask you about some specific changes that are being considered in the Clean Air and Clean Water Acts. For each, tell me whether you favor or oppose the change. Item: Relax current auto pollution standards",0
170,1982,0.3569006323814392,0.2309914827346801,0.2306962013244629,"Now I’m going to ask you about some specific changes that are being considered in the Clean Air and Clean Water Acts. For each, tell me whether you favor or oppose the change. Item: Relax regulations that protect national park and wilderness areas from air pollution",0
171,1982,0.2366586923599243,0.1667118072509765,0.2157095670700073,"Now I’m going to ask you about some specific changes that are being considered in the Clean Air and Clean Water Acts. For each, tell me whether you favor or oppose the change. Item: Relax pollution standards to allow power plants to burn higher sulfur content oil and coal",0
172,1982,0.1483545899391174,0.0870839953422546,0.0674693584442138,"Now I’m going to ask you about some specific changes that are being considered in the Clean Air and Clean Water Acts. For each, tell me whether you favor or oppose the change. Item: Relax federal standards on pollution of lakes and rivers by toxic substances from factories",1
173,1982,0.1861287951469421,0.0958907604217529,0.0877754688262939,"Now I’m going to ask you about some specific changes that are being considered in the Clean Air and Clean Water Acts. For each, tell me whether you favor or oppose the change. Item: Relax federal standards on disposal of hazardous wastes",0
174,1982,0.3179591298103332,0.2432849407196045,0.2421818375587463,"Some people feel that the government should not order industries to clean up their water pollution unless it can be shown that the benefits of the cleanup justify the costs involved. Others disagree and say the value of eliminating unsafe pollutants in water can’t be measured in dollars. Would you favor changing the Clean Water Act so that the government couldn’t order an industry to clean up its water pollution if the cost didn’t justify it, or would you oppose such a change in the Clean Water Act?",0
